time
1,3,Thursday,사회 (박신* 선생님)+수학 (김동* 선생님)+국사 (공창* 선생님)+프A (윤성* 선생님)+프A (윤성* 선생님)+국어 (안소* 선생님)+과학 (조한* 선생님)
1,3,Friday,국어 (안소* 선생님)+사회 (박신* 선생님)+영어 (박보* 선생님)+체육 (윤희* 선생님)+음악 (박해* 선생님)+디A (김서* 선생님)+디A (김서* 선생님)
1,4,Monday,프B (윤성* 선생님)+프B (윤성* 선생님)+국사 (공창* 선생님)+과학 (조한* 선생님)+사회 (박신* 선생님)+창특 (김서* 선생님)
1,4,Tuesday,음악 (박해* 선생님)+국어 (안소* 선생님)+영어 (박보* 선생님)+디B (김서* 선생님)+디B (김서* 선생님)+창체+창체
1,4,Wednesday,과학 (조한* 선생님)+영어 (박보* 선생님)+사회 (박신* 선생님)+수조 (조미* 선생님)+국사 (공창* 선생님)+국어 (안소* 선생님)+음악 (박해* 선생님)
1,4,Thursday,영어 (박보* 선생님)+체육 (윤희* 선생님)+수김 (김동* 선생님)+사회 (박신* 선생님)+디A (김서* 선생님)+디A (김서* 선생님)+창진 (박보* 선생님)
1,4,Friday,국사 (공창* 선생님)+국어 (안소* 선생님)+수김 (김동* 선생님)+과학 (조한* 선생님)+체육 (윤희* 선생님)+프A (윤성* 선생님)+프A (윤성* 선생님)
1,5,Monday,캐A (이장* 선생님)+캐A (이장* 선생님)+음악 (박해* 선생님)+창진 (박신* 선생님)+과학 (조한* 선생님)+체육 (윤희* 선생님)
1,5,Tuesday,사회 (박신* 선생님)+국사 (공창* 선생님)+음악 (박해* 선생님)+과학 (조한* 선생님)+영어 (박보* 선생님)+창체+창체
1,5,Wednesday,수조 (조미* 선생님)+국사 (공창* 선생님)+수김 (김동* 선생님)+창특 (김서* 선생님)+국어 (안소* 선생님)+프A (김서* 선생님)+프A (김서* 선생님)
1,5,Thursday,프B (김서* 선생님)+프B (김서* 선생님)+국어 (안소* 선생님)+영어 (박보* 선생님)+사회 (박신* 선생님)+캐B (이장* 선생님)+캐B (이장* 선생님)
1,5,Friday,영어 (박보* 선생님)+과학 (조한* 선생님)+사회 (박신* 선생님)+국사 (공창* 선생님)+수김 (김동* 선생님)+국어 (안소* 선생님)+체육 (윤희* 선생님)
2,1,Monday,공업 (박경* 선생님)+일어 (차경* 선생님)+수A (류승* 선생님)+문학 (백연* 선생님)+수학 (이지* 선생님)+영어 (손승* 선생님)
2,1,Tuesday,료A (최은* 선생님)+데B (오지* 선생님)+데B (오지* 선생님)+시프 (송명* 선생님)+시프 (송명* 선생님)+창체+창체
2,1,Wednesday,창특 (오지* 선생님)+수B (조미* 선생님)+체육 (윤희* 선생님)+문학 (백연* 선생님)+일어 (차경* 선생님)+시프 (송명* 선생님)+시프 (송명* 선생님)
2,1,Thursday,료B (최은* 선생님)+수학 (이지* 선생님)+영어 (손승* 선생님)+공업 (박경* 선생님)+데A (오지* 선생님)+시프 (송명* 선생님)+시프 (송명* 선생님)
2,1,Friday,문학 (백연* 선생님)+수학 (이지* 선생님)+영어 (손승* 선생님)+창진 (권혁* 선생님)+수A (류승* 선생님)+음악 (박해* 선생님)+일어 (차경* 선생님)
2,2,Monday,데B (오지* 선생님)+데B (오지* 선생님)+수학 (이지* 선생님)+시프 (송명* 선생님)+시프 (송명* 선생님)+일어 (차경* 선생님)
2,2,Tuesday,시프 (송명* 선생님)+시프 (송명* 선생님)+공업 (박경* 선생님)+영어 (손승* 선생님)+문학 (백연* 선생님)+창체+창체
2,2,Wednesday,공업 (박경* 선생님)+체육 (윤희* 선생님)+영어 (손승* 선생님)+창진 (권혁* 선생님)+료A (최은* 선생님)+일어 (차경* 선생님)+수B (조미* 선생님)
2,2,Thursday,영어 (손승* 선생님)+일어 (차경* 선생님)+문학 (백연* 선생님)+데A (오지* 선생님)+수A (류승* 선생님)+수학 (이지* 선생님)+음악 (박해* 선생님)
2,2,Friday,료B (최은* 선생님)+수A (류승* 선생님)+창특 (송명* 선생님)+수학 (이지* 선생님)+시프 (송명* 선생님)+시프 (송명* 선생님)+문학 (백연* 선생님)
2,3,Monday,수A (류승* 선생님)+체육 (윤희* 선생님)+일어 (차경* 선생님)+정B (최은* 선생님)+정B (최은* 선생님)+공업 (박경* 선생님)
2,3,Tuesday,문학 (백연* 선생님)+영어 (손승* 선생님)+수학 (이지* 선생님)+시프 (이장* 선생님)+시프 (이장* 선생님)+창체+창체
2,3,Wednesday,료A (최은* 선생님)+일어 (차경* 선생님)+수B (조미* 선생님)+정A (최은* 선생님)+영어 (손승* 선생님)+문학 (백연* 선생님)+수학 (이지* 선생님)
2,3,Thursday,시프 (이장* 선생님)+시프 (이장* 선생님)+수A (류승* 선생님)+창특 (이장* 선생님)+일어 (차경* 선생님)+음악 (박해* 선생님)+료B (최은* 선생님)
2,3,Friday,수학 (이지* 선생님)+문학 (백연* 선생님)+공업 (박경* 선생님)+시프 (이장* 선생님)+시프 (이장* 선생님)+영어 (손승* 선생님)+창진 (권혁* 선생님)
2,4,Monday,수학 (이지* 선생님)+창진 (권혁* 선생님)+영어 (손승* 선생님)+시프 (이장* 선생님)+시프 (이장* 선생님)+수A (류승* 선생님)
2,4,Tuesday,일어 (차경* 선생님)+료A (최은* 선생님)+수A (류승* 선생님)+문학 (백연* 선생님)+수학 (이지* 선생님)+창체+창체
2,4,Wednesday,창특 (이장* 선생님)+수학 (이지* 선생님)+음악 (박해* 선생님)+시프 (이장* 선생님)+시프 (이장* 선생님)+수B (조미* 선생님)+체육 (윤희* 선생님)
2,4,Thursday,공업 (박경* 선생님)+료B (최은* 선생님)+일어 (차경* 선생님)+정B (최은* 선생님)+정B (최은* 선생님)+영어 (손승* 선생님)+문학 (백연* 선생님)
2,4,Friday,시프 (이장* 선생님)+시프 (이장* 선생님)+일어 (차경* 선생님)+문학 (백연* 선생님)+영어 (손승* 선생님)+정A (최은* 선생님)+공업 (박경* 선생님)
2,5,Monday,문학 (백연* 선생님)+영어 (손승* 선생님)+공업 (박경* 선셍님)+시프 (오지* 선생님)+시프 (오지* 선생님)+음악(박해* 선생님)
2,5,Tuesday,영어 (손승* 선생님)+수학 (이지* 선생님)+일어 (차경* 선생님)+료B (최은* 선생님)+체육 (윤희* 선생님)+창체+창체
2,5,Wednesday,창진 (권혁* 선생님)+문학 (백연* 선생님)+일어 (차경* 선생님)+수학 (이지* 선생님)+수B (조미* 선생님)+영어 (손승* 선생님)+창특 (오지* 선생님)
2,5,Thursday,시프 (오지* 선생님)+시프 (오지* 선생님)+게A (윤성* 선생님)+수학 (이지* 선생님)+문학 (백연* 선생님)+수A (류승* 선생님)+공업 (박경* 선생님)
2,5,Friday,시프 (오지* 선생님)+시프 (오지* 선생님)+수A (류승* 선생님)+게B (윤성* 선생님)+게B (윤성* 선생님)+일어 (차경* 선생님)+료A (최은* 선생님)
3,1,Monday,자A (김효* 선생님)+내이 (이규* 선생님)+공업 (이규* 선생님)+영어 (조현* 선생님)+전A (이우* 선생님)+창진 (권혁* 선생님)
3,1,Tuesday,영어 (조현* 선생님)+내전 (전영* 선생님)+체육 (김우* 선생님)+공업 (이규* 선생님)+전A (이우* 선생님)+창체+창체
3,1,Wednesday,공업 (이규* 선생님)+전B (이우* 선생님)+전B (이우* 선생님)+전B (이우* 선생님)+전B (이우* 선생님)+전B (이우* 선생님)+전B (이우* 선생님)
3,1,Thursday,영어 (조현* 선생님)+자B (이규* 선생님)+자B (이규* 선생님)+자B (이규* 선생님)+자B (이규* 선생님)+자B (이규* 선생님)+자B (이규* 선생님)
3,1,Friday,창특 (유애* 선생님)+내B (이규* 선생님)+내B (이규* 선생님)+내B (이규* 선생님)+내B (이규* 선생님)+내B (이규* 선생님)+내B (이규* 선생님)
3,2,Monday,영어 (조현* 선생님)+자A (김효* 선생님)+창특 (유애* 선생님)+공업 (김효* 선생님)+전A (김효* 선생님)+내이 (이규* 선생님)
3,2,Tuesday,체육 (김우* 선생님)+전A (김효* 선생님)+내전 (전영* 선생님)+공업 (김효* 선생님)+영어 (조현* 선생님)+창체+창체
3,2,Wednesday,영어 (조현* 선생님)+전B (김효* 선생님)+전B (김효* 선생님)+전B (김효* 선생님)+전B (김효* 선생님)+전B (김효* 선생님)+전B (김효* 선생님)
3,2,Thursday,창진 (권혁* 선생님)+자B (김효* 선생님)+자B (김효* 선생님)+자B (김효* 선생님)+자B (김효* 선생님)+자B (김효* 선생님)+자B (김효* 선생님)
3,2,Friday,공업 (김효* 선생님)+내B (전영* 선생님)+내B (전영* 선생님)+내B (전영* 선생님)+내B (전영* 선생님)+내B (전영* 선생님)+내B (전영* 선생님)
3,3,Monday,공업 (이우* 선생님)+영어 (조현* 선생님)+밀A (최원* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)
3,3,Tuesday,공업 (이우* 선생님)+체육 (김우* 선생님)+컴A (최영* 선생님)+창진 (권혁* 선생님)+밀A (최원* 선생님)+창체+창체
3,3,Wednesday,밀B (최원* 선생님)+밀B (최원* 선생님)+밀B (최원* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)+영어 (조현* 선생님)
3,3,Thursday,밀B (최원* 선생님)+밀B (최원* 선생님)+기A (강지* 선생님)+창특 (유애* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)
3,3,Friday,공업 (이우* 선생님)+영어 (조현* 선생님)+컴A (최영* 선생님)+기A (강지* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)
3,4,Monday,컴B (최영* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)+공업 (이우* 선생님)+밀B (최원* 선생님)+밀B (최원* 선생님)
3,4,Tuesday,기B (강지* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)+공업 (이우* 선생님)+컴A (최영* 선생님)+창체+창체
3,4,Wednesday,컴A (최영* 선생님)+기A (강지* 선생님)+영어 (조현* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)+컴B (최영* 선생님)+밀A (최원* 선생님)
3,4,Thursday,체육 (김우* 선생님)+창진 (권혁* 선생님)+영어 (조현* 선생님)+밀A (최원* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)+기B (강지* 선생님)
3,4,Friday,밀B (최원* 선생님)+밀B (최원* 선생님)+밀B (최원* 선생님)+창특 (유애* 선생님)+기A (강지* 선생님)+영어 (조현* 선생님)+공업 (이우* 선생님)
3,5,Monday,공업 (강지* 선생님)+제조 (김형* 선생님)+제조 (김형* 선생님)+제조 (김형* 선생님)+제조 (김형* 선생님)+영어 (조현* 선생님)
3,5,Tuesday,제조 (김형* 선생님)+제조 (김형* 선생님)+제조 (김형* 선생님)+영어 (조현* 선생님)+정밀 (김형* 선생님)+창체+창체
3,5,Wednesday,정밀 (김형* 선생님)+화학 (김형* 선생님)+분A (박경* 선생님)+분A (박경* 선생님)+분A (박경* 선생님)+분A (박경* 선생님)+분A (박경* 선생님)
3,5,Thursday,창특 (유애* 선생님)+공업 (강지* 선생님)+체육 (김우* 선생님)+분B (김형* 선생님)+분B (김형* 선생님)+분B (김형* 선생님)+분B (김형* 선생님)
3,5,Friday,분B (김형* 선생님)+분B (김형* 선생님)+분B (김형* 선생님)+영어 (조현* 선생님)+창진 (권혁* 선생님)+화학 (김형* 선생님)+공업 (강지* 선생님)
